time,danmu,flag,num,avg_score,pos_avg_score,pos_proportion,neg_avg_score,neg_proportion,uncertain
2020/3/18 16:30,"['今天挺早啊', 'ag加油', '还当教练吗', '哈哈哈', '下午好鸭', '刺痛怎么说', '刺痛好了吗', '还是这么早啊', '好!', 'fly上吗?', '把q奶死', '刺痛太惨了', '刺痛能上了吗', '玩奥日', '飞牛的皮肤什么时候出?', '奥日是个啥', '昨天你说的要过关', '我还想来蹲你的 结果你在线了!❤❤❤', '今天好早呀', '刺痛好了吗', '好哒', '戳他眼珠子', '你昨晚你说的', '刺痛怎么说', '眼睛怎么了', '不要打', '葛大爷可以让我看看又又吗', 'okok', '痛怎么样了', '星光荡开宇宙  fly闪耀其中', '666']",0,31,0.370967742,0.435483871,0.35483871,-0.064516129,0.064516129,
2020/3/18 16:31,"['眼镜', '电线杆是啥', '谢谢办卡', '葛大爷', '???', '???', '你能不能早点奥日啊', '哈哈哈', '666', 'fly上', '刺痛好了吗', '嗯嗯?', '你眼睛去哪了', 'ag加油,ag加油', '???', '噗', '???', '我呵呵你', '???', '哈哈哈', '国服第一?哈哈哈', '什么第一', '???', '巅峰吧!我的快乐源泉', '???', '???', '???', '国服?', '大家为啥都喜欢奥日', '打到12点怎么办', '???', '国服第几?', '???', '???', '注意眼睛啊葛大爷', '国?', '哈哈哈', '???', '???', '???', '???', '你?', '???', '???', '???', '???', '???', '什么第一?', '梦里啥都有', '什么英雄', '国服哈哈哈', '奥日是啥', '???', '???', '你闹呢?', '国服?', '倒数第一?', '说的跟真的似的', '???', '敢不敢睁开眼说话', '醒醒', '痛痛好了', '?.?', '还没醒?', '别说梦话', '???', '???', '就你?', '你膨胀了', '???', '???', '国服第一?', '?什么', '国一扁鹊', '大可不必', '喝了几杯?', '???', '国一演员', '???', '几个菜,喝成这样', '醒醒?', '???', '竞猜', '你在逗我', '???', '白日梦', '国服扁鹊?', '???', '扁鹊吧', '?你?', '卡了?', '???', '现在还没到晚上', '我来晚了', '.?', '竞猜', '???', '几个菜啊', '...?', '搞得跟真的一样', '刺痛家旁边电线杆子被撞是真的吗?', '???', '哪个英雄', '国服倒数第一吗', '国服第一.?我没听错', '国服第一扁鹊?', '???', '梦里面什么都有?', '飞牛的冠军皮肤什么时候出?', '这么早', '???', '醒醒', '???', '小问号', '国服扁鹊', '???', '太难了太难了', '国服扁鹊?', '哪个国服', '大型问号现场', '但凡有粒花生米', '真的好了吗', '倒数第一?', '国服倒第一?', '醉成这样', '???', '咋闭眼了', '扁鹊嘛', '你改行直播奥日吧', '???', '醒醒', '赞一下?朋友们', '国服演员', '电线杆子好了吗', '扁鹊', '国服第一非你莫属', '刺痛怎么样了', '目标也不能不切实际啊', '我笑了', '???', '扁鹊吗', '星光荡开宇宙  fly闪耀其中', '小奶妈／?', '鹅鹅鹅鹅鹅', '不信', '葛大爷今天好早啊', '第一扁鹊?', '你早了一个小时,我网课还没上完你', '国服第一摇', '扁鹊还要冲吗?', '乔戈里峰', '国服第一扁鹊', '醒醒', '我是今天直播间签到第666名,给我点个赞吧~', '大白天做什么梦', '痛痛的网络好了么', '国服扁鹊', '已经是国服第一扁鹊了啊', '咋睡过去了?', '发一下首发名单', '哈哈哈', '国服第一扁鹊吗', '昨晚几斤', '国服倒一', '刺痛怎么了?', 'hurt家网还健在嘛', '刺痛今晚还能上吗', '[666]', '哈哈哈', '什么英雄?', '达摩', '只有目标没有实力哈哈哈', '扁鹊倒是稳了', '几个菜?', '好神奇的东西', '倒数第一', '国服第一啥啊', '国服第一扁鹊?', '但凡多几粒花生米', '为什么现在领不到40鱼丸了', '好的  人要有梦想[点赞]', '今天那么早', '越得不到越想要呗', '大中午喝多了', '痛痛的电线杆子修好了吗', '明天比赛几点开始,有谁知道', '太扯了', '哈哈哈', '倒数第一', '233', '优秀', '痛痛电线杆修好了吗锅锅', '笑死', '竞猜竞猜竞猜竞猜竞猜竞猜竞猜竞猜竞猜竞猜', '国服第一扁鹊', '国服扁鹊', '刺痛好了好了', '你那泡脚的呢', '竞猜在哪啊']",-1,199,-0.136934673,0.201005025,0.165829146,-0.337939698,0.326633166,
2020/3/18 16:32,"['竞猜', '666', '竞猜', '鹅鹅鹅鹅鹅', '还啊大', '这不是你的号吧?这不是你的号吧?这不是你的号吧?', '奥日', '你解说国服第一的比赛还可以', '已经是国一扁鹊了,葛大爷啊', '马超', '没错喝多了', '电线杆子好了吗', '国服第一扁鹊嘛?', '葛大爷,你泡脚的呢', '国一扁鹊', '网修好了?', '什么时候播的', '遥不可及的目标显得更伟大', 'ag加油', '下次一定', '这么早', '好的呢', '戳他眼珠子', '星光荡开宇宙  fly闪耀其中', '染染的号', '痛痛的电线杆修好没?', '电线杆子好了吗', '大爷说修好了@arr咖啡不加糖rr：痛痛电线杆修好了吗锅锅', '飞毛腿来了', '取关', '下次一定', '666', '怎么不打巅峰赛?', '我看郭老师这么久了好像没办过卡', '谢谢办卡', '主播搞得跟真的一样', '卡了?', '鹅鹅鹅鹅鹅', '郭郭在', '电线杆子修好了吗', '我网课还没上完呢', '已经国一扁鹊了', '你怕是醉奶了', '天狼狩猎者会返场吗', '哈哈哈.', '葛大爷,你泡脚的那个玩意呢[吃瓜]', '扁鹊我求你不要奶qg', '突发消息：hurt加旁电线杆坏了,可能无法参赛', '封面帅过头了', '为什么我这黑屏?', '取消关注', '哈哈哈', '听说电杆子好嘞?', '痛痛好了吗', '真的?', '哈哈哈', '谁?', '谢谢办卡~', '痛痛家的电线杆好了?', '笑死了', '哈哈哈', '鼓掌鼓掌', '???', '我黑屏了', '哈哈哈', '笑死', '修好了吗', '你怎么知道', '你这号是谁的', '相信ag', '赞一下?朋友们', '你和网课,我选了你,感动吗?', '电线杆子好没', '哈哈哈', '哈哈哈', '我通关了才6滴血6低蓝', '你真的秀', '哈哈哈', '你洗头了吗', '痛痛好了', '电线杆怎么样了呀', '哈哈哈', '泡脚?', '痛痛可以上场不', '宝贝儿为什么我没画面 @a原儿er：谢谢办卡~', '一诺!', '选手的直播间会直播吗', 'hurt好了没', '前面说过修好了!今晚会上场的!', '哈哈哈 绝对洗头', '好像没有呀', '你洗了吗', '你洗头了吗', '一诺', '一诺', '刺痛可以上场么?', '一诺', '今天怎么不精神了?', '一诺', '电线杆你修好了吗?', '一诺', '电线杆好了?', '一诺', '刺痛家的电线杆被撞了,真的吗', '只有我一个人看不到他咋搞什么嘛', '6.6']",1,106,0.337264151,0.441037736,0.367924528,-0.103773585,0.08490566,
2020/3/18 16:33,"['葛哥,我先做作业,写完就看比赛', '哈哈哈', '刺痛刺痛', '刺痛好了吗', '刺痛好了', '哈哈哈', '哈哈哈', '坐等首站', '刺痛还上吗', '一诺啊', '我还以为葛大爷看错时间了', '电线杆什么意思', '今天kpl是不是没有特写啥的啊', '哈哈哈', '哇!', '开幕战是啥', '❤❤❤', '一诺', '那就好', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '葛大爷我来了', '我也黑屏', '电线杆子被撞了', '???', '痛痛怎么养了', '???', '真的吗', '哈哈哈', '???', '哈哈哈', '好', '哈哈哈', '葛大爷泡脚?', '???', '啊呸', '修好了吗修好了吗', '笑死我了', '???', '哈哈哈', '哈哈哈', '666', '???', '我信了你个鬼', '哈哈哈', '啊啊啊真的嘛', '哇![点赞]', 'hahahahahahahahaha', '脸呢', '哈哈哈', '真的吗', '哈哈哈', '哈哈哈', '哈哈哈', '哇太好了', '哈哈哈', '哈哈哈', '又开始吹牛了', '???', '欢乐豆吗', '修好了', '???', '???', '666', '???', '哈哈哈', '哈哈哈', '不是6.6吗', '???', '屁咧', '渣男', '666', '欢乐豆?', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '电线杆是啥', '啧啧', '???', '???', '坐等首战', '最多8毛钱', '哈哈哈', '80个亿', '你今天咋那么暴躁', '几个菜啊', '哈哈哈', '欢乐豆吗', '哈哈哈', '???', '谢谢葛大爷哈哈哈', '哈哈哈', '信你个鬼', '???', '那还能上场吗', '渣男', '哈哈哈', '信你个鬼', '你最多花1w6', '原来郭老师那么有钱', '哈哈哈', '80亿鱼丸吗', '鱼丸把', 'hurt怎么样啦', '你戏好足啊', '80个亿?', '欢乐豆', '好神奇的东西', '???', '我信你个鬼', '真喝多了', '???', '郭老师豪横了', '80w欢乐豆?', '???', '哈哈哈', '大白天的?', '欢乐豆吗', '看到消息第一反应我竟然笑了我是假粉😂', '哈哈哈', '今天怎么不精神?', '电业局：你飘了', '哈哈哈,豪横', '欢乐豆', '欢乐豆?', '你在按摩吗', '???', '...', '真的吗', '葛大爷   天狼狩猎者返场吗', '666', '秀啊', '我信你个老头子', '欢乐豆', '讲讲电线杆的故事吧', '多吃点花生米', '太好了太好了', '你有80亿直接养老了吧', '直接是把电线杆锤你头上了', '哈哈哈', '刺痛能上吗', '哈哈哈', '听你瞎搞', '大忽悠', '哈哈哈', '八十亿欢乐豆?', '鱼丸都抬举了', '可以了可以了', '喝了假酒吗你', '修好了吗?', '卡了', '哈哈哈', '哈哈哈 优秀', '最多八毛钱,电话费', '哈哈哈', '80亿津巴布韦币?', '信你个鬼', '你瞎搞', '欢乐豆嘛', '哈哈哈', '又多了', '哈哈哈', '有了', '这是没睡醒吧', '靠意念给80亿', '修好了吗', '你6', '戳他眼珠子', '卡', '喝多少杯?', '???', '刺痛怎么办', '可以了可以了', '???', '喝多了', '这个?', '8毛都多了', '欢乐豆还是鱼丸', '卡了?', '今天怎么不精神了', '葛大爷毒奶下', '下班下班', '信你个鬼', '赌王有牌面了', '修好了吗', '???', '???', '电线杆修好了吗', '／', '怎么这么早', '说鬼话卡了', '???', '刚进来,扯了啥', '不知道', '谁打谁啊今天', '加油', '锅锅就算知道你说的是假的我也感谢你', '你80亿不如直接包机接刺痛回来', '赔钱虎返场嘛', '其实我想看巅峰赛', '听说电线杆修好了']",1,205,0.22195122,0.453658537,0.404878049,-0.231707317,0.224390244,
2020/3/18 16:34,"['修好了吗', '干啥啥不行吹牛第一名哈哈哈', '刺痛啥情况了', '电线杆修好了,锅锅刚说过啦', '666', '最多八十亿鱼丸,不能再多了', '刺痛上吗', '电线杆修好了?', '那hurt今天上吗?', 'gemini今天首发了吗', 'ag肯定赢了', '乱杀', '刺痛上不上?', '开播多久了', '666', '哈哈哈', '谢谢办卡~', '身败名裂', '手速', '666', '葛大爷今天首发?', '666', '弹幕在刷什么啊乱七八糟的', '666', '666', '噗哈哈哈', '祖传恢复', '666', '666', '666', '666', '你很狂', '被秀了', '电线杆修好了吗', '666', '哈哈哈', '666', '老郭你是不是偷偷毒奶电线杆子修不好?', '鹅鹅鹅鹅鹅', 'qg必胜', '哈哈哈', '今天奶谁', '魔心xo小', '哈哈哈', '说句话', '许诺辅助吗?', '八亿欢乐豆', '刺痛还上吗', '666', 'helo', '五点半kpl就开始了?', 'gemini今天首发你们不知道么?', '电线杆是啥', '我奶：qg不好赢今天', '666', '刺痛刺痛刺痛刺痛刺痛', '嗯嗯?什么时候开播的', '好的!', '666', '终于开赛了', '今天奶谁啊哈哈哈', 'hurt：好家伙,还没开始就把我切死', '不是六点吗为什么是五点半', '刺痛能上吗', '哈哈哈', '害', '啥是电线杆', '真好', '你真的秀', '哈哈哈', '痛痛太难了', '哈哈哈太难了', '哈哈哈', '哈哈哈', '害', '哈哈哈', '哈哈哈']",1,77,0.376623377,0.564935065,0.506493506,-0.188311688,0.142857143,
2020/3/18 16:36,"['666', '卡', '本来就是残血', '太难了', 'hi', '来了', '666', '修好了', '谢谢办卡', '卡了', '哈哈哈', 'k卡', '谢谢办卡', '刺痛咋回事', '郭老师怎么又提前开直播', '刚刚说了修好了', '没皮肤的后羿不行', '恩施也热', '湖北天天都热', 'agagagagagagagagagagagagagga', '成都也热', '修好了太好了', '666', '北京20几度了', '憨憨', '哈哈哈', 'hanhan', '哈哈哈', '别急,降温又快了', '我怎么打不开你的直播间啊', '哈哈哈', 'gemini今天奶qg赢吗', '你在上海哪个区!', '这名字哈哈哈太生动了', 'hurt能上吗', '刺痛', '你这是什么av画质呀', '刺痛那修好了没', '刺痛网络修好啦么', '乌拉拉', '徐州也热', '重庆好热,23度了', '我来找你哈哈哈', '那是hanhan', '人家叫憨憨', '我好像碰到过百里', 'hurt咋办', '人家承认自己菜了', '你真的是大学毕业的吗', '可以了可以了', '哈哈哈', '为什么我一直在卡呀', '什么鬼', '莫上头', '哈哈哈', '下饭', '哈哈哈', '下饭', '下饭', '下饭', '细节', '哈哈哈', '下饭', '尽力了', '好马', '哈哈哈', '人家叫hanhan', '太秀了...', '我笑了', '233', '打不开', '哈哈哈', '下饭', '嗝', '感谢 末将id 送出的 飞机x1', '老板.谢谢飞机', '鹅鹅鹅鹅鹅', '被埋伏了', '666', '上头了', '闪晚了', '送头', '哈哈哈', '下饭', '上头了', '／?', '内行', '大气 谢谢飞机', '一进来就黑屏', '笑死', '哈哈哈', '举报了,故意送人头[666][666]']",1,92,0.475543478,0.616847826,0.532608696,-0.141304348,0.141304348,
2020/3/18 16:37,"['下饭了', '经济有点差', '好菜', '伤害不够呀 老铁', '百里是刚才被139打爆的人', '???', '上头', '哈哈哈', '下饭', '教练加油', '下饭', '哈哈哈', '上头', '刺痛咋回事', '666', '别送', '哈哈哈', '你这个号是不是被举报了', '刺痛直接被ban了', '跟我念憨han', '上头了', '来了', '下饭', '666', '没有三件套不好秒人', '哈哈哈', '哦哦豁', '下饭', '谢谢飞机~', '刺痛的电线杆修好了 说好多次了', '不用吃晚饭了', '你出个血书', '哈哈哈,', '花里胡哨,', '老板大气', '教练加油啊教练别送', '上头了你哈哈哈', '挺牛', '玩干将', '又到了下午饭时间', '辣眼睛', 'es企业文化?', '哈哈哈', '飞机', '下饭', '把自己秀没了', '谢谢飞机', '能有伤害', '你大招应改往回拉的', '秀儿', '哈哈哈', '上头了', '鹅鹅鹅鹅鹅', 'qg不好打', '还没到饭点', '哈哈哈', '有飞机', '我很期待今天比赛', '好下饭的炒作', '不然能杀', '你今天咋那么暴躁', '主播该不会是因为用了染染的号所以乱打?', '秃头mini', '不是说让妹妹营业吗', '郭老师今天连胜了', '他家附近的电线杆没了', '什么时候解惑?', '今天郭公解惑?', '·', '讲道理没有失误,就是纯伤害不够', '别别别', '可以,超好看', '刺痛还是首发吗?', '你别奶旗开得胜', '我来了', '别奶啊', '透 gemini今天来的好早呀', '不要', '???', '奶起来了', '完了', '别啊,你可别说了', '刺痛怎么样了啊,', '开幕式几点?', '闭嘴,说末将不好打', '看不了', '奶了', '旗开得胜', '听说刺痛家旁边的电线杆被撞到了', '刺痛今晚上吗', '没蓝了', '空技能', '请跟我念：qg不好打', '哈哈哈', '哈哈哈', '所以解惑是哪天?', '这就奶起来了?', '想屁吃', '没有三件套不好秒人', '大招往回能杀的', '忘了', '完了', '奶qg', '哈哈哈', '你要说qg这把不好打', '233', '无了', '别奶啊', 'qg不好打', '快说qg无了', '这是重播吗', '听说刺痛家的那个并杆子倒了', '其实我想看巅峰赛']",0,113,0.157079646,0.438053097,0.389380531,-0.280973451,0.274336283,
2020/3/18 16:38,"['完了', '不能旗开得胜', '你反着奶谢谢', '无了', '哈哈哈', '哈哈哈', '哈哈哈', '不奶不奶', '为什么这么早', '哈哈哈嗝😂😂', '啊!', '???', '泡脚?', '哈哈哈', '哈哈哈', '???', '哈哈哈', '哈哈哈', '✈️✈️', '那就不敢送了', '???', '🚀🚀🚀🚀', '刺痛的电线杆这么奶听说你修好了?', '✈️✈️✈️✈️✈️', '暗示了', '说呀说呀,跟米宁', '???', '哈哈哈', '希望这赛季qg能有个好开局!', '???', '小刺痛呢', '葛大爷快说qg无了', '哈哈哈', 'qg肯定旗开得胜', '体胖', '间接骗礼物', '体胖', '🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀', '✈️✈️✈️✈️', '心宽体胖', '你这么说人家不敢送了', '✈️✈️✈️', '✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️', '体胖?', '???', 'kpl尽力就好 不骂不喷', '体胖', '心宽体胖', '心宽体胖', '我看了一下,事情是刺痛湖北的去不了俱乐部在家,结果家附近电线杆被施工干掉了', '体胖', '不纠结', '体胖?', '好家伙', '✈️', '送了', 'ag小伙伴不敢送了哈哈哈', '体胖', '@a有只坚果：希望这赛季qg能有个好开局!', '哈哈哈', '???', '新欢', '心宽体胖', '体胖?', '666', '坐等qg,嗨皮比赛', 'qg得杰杰挺厉害的呀', '希望ag赢,ag荣耀归来', '✈️✈️✈️✈️✈️✈️✈️', '心宽体胖', '✈', '刺痛太可怜了 电线杆断了', '心宽体胖', '刺痛家附近的电线杆被撞断了,可能无法参赛', '鹅鹅鹅鹅鹅', '心宽体胖', '✈', '???', '湖南小炒肉', '😛', '刺痛家电线杆坏了', '✈️✈️ ✈️✈️ ✈️✈️', '心宽体胖', '🚀🚀🚀', '越活越年轻越活越开心', '🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀', 'qg加油', 'ag加油', '那鱼丸怎么说', '刺痛咋回事', '🚀', '今晚qg必胜', '下午好呀', '哈哈哈', '🚀🚀🚀🚀', 'ag加油', '很轻松', '我想知道hurt今天晚上还打比赛吗', '只是常规赛  有什么不轻松的', '听说电线杆修好了?', '你可真是太早了', '快说qg没了', 'woeanq', '哈哈哈', '线上比赛吗', 'qg不会赢,qg最菜,qg这把不好打', '痛痛好了', '厉害厉害', '那今天刺痛上不了了吗', '刺痛家电线杆坏了😂😂😂', '打噢@agemini的谦友：我想知道hurt今天晚上还打比赛吗', '哈哈哈', '第二场谁打谁', '祝刷火箭的越活越开心,越活越年轻.', '湖南人?']",1,115,0.810869565,1,0.443478261,-0.189130435,0.173913043,
2020/3/18 16:39,"['毒奶', '痛痛好了', 'qg必胜', '111', '支持qg', '我更想看lgd的比赛', '我想知道hurt今天晚上还打比赛吗', 'qg必胜', '不是六点开始吗?', '来啦小奶', '今天qg不好打啊', '新来的小伙伴点个关注办张卡吧~ (-^〇^-)', '修好了', '今天好早啊', '你还花了八十亿?', '修不好用4g', '我要偷刺痛家的网线', '痛痛冲鸭!', '拳王', '火舞铭文是啥啊', '是线上比赛吗', '???', 'ag才回来,以前太困难了,拉个两冠', '???', '需要毒奶来奶,你不是毒奶', '电线杆修好了', '好的好的,谢谢 @a有只坚果：打噢', '快说qg打ag10零开', '34', '主播不要逗', '???', '???', '电线杆好了吗?', '🐶mini', '哈哈哈', '天呐今天居然这么早就开播了', '???', '???', '哈哈哈', '葛大爷是上海人', '刺痛还是首发吗?', '完了', '--', '送出 🚀x1', '?／／／／', '有采访吗', '???', '?／／／', '???', '至少3:2', '我们看看好久不见的fly', '好了修好了!@a苏一辞fhs：电线杆好了吗?', '?／／／／／／', '电线杆子怎么样了', 'hurt电线杆修好了,可以上,铁子们别问了', '火舞铭文', '你别觉得', '那就估计有一个队被零封', '666', '???', '???', '你这么说的话ag无了', '3:0  qg0', '❤❤❤', '???', '早点下班不香吗', '???', '111', '完了 bo5打不满了', '3比0带走', '梦泪会不会上场', '葛大爷k p l是线上比赛吗?', '想猫神了!', 'ok 零封预定了', '送出 🚀x5', '大爷今天好早啊', '国服扁鹊上场', '害', '我觉得,今天非常好看,有ag,有老干爹', '我觉得0封', 'kpl应该赢', '为什么我看不了一直卡', '第二场lgd打vg,再问打死', '看来要零封了', '为啥官方不说es啊', 'qg肯定赢了', '谢谢办卡~', '下午好鸭', '完了3:0带走了', '不是六点吗为什么是五点半', '电线杆好了吗']",0,91,0.126373626,0.453296703,0.307692308,-0.326923077,0.296703297,
2020/3/18 16:40,"['今天挺早啊', '恭喜vg', '谢谢办卡', '问一下自己今天办卡了吗?', '那lgd没了啊', '都说修好了,不换首发了', '有采访吗', '哈哈哈', '完了', '你又毒奶了', '老干爹开挂举报了', 'lgd害怕了 你快别说话', '电线杆子真的好了吗?刚来', '好的vg3:1lgd', '啊哈哈哈', '奶起来了', 'vg稳了', '完了vg赢了', 'ag肯定赢', 'vg肯定输啊', '英凯都猜vg', '恭喜vg', 'vg拉满', '让我们恭喜vg', '痛痛那里好了吗', '刺痛呢', 'lgd没了啊', '就是qg 无敌', '奶起来了', '猜3：0我就信你', 'skr skr skr skr', '好的', '我觉得vg好起来了', '太好了!', '没有三件套不好秒人', '应该能用', '好的呢', '今天四个g大战', '比赛有专门的解说吗?', '来了', '收到', '痛妹妹电线杆修好了,能上的', '电竞美杜莎', 'vg稳了啊', '哈哈哈', '让我们恭喜vg', '我猜3:0', '刺痛还是首发吧', '为啥我的一致三个点,不出画面', '好神奇的东西', '谁赢跟你有毛关系?', '我真的很怕你哪天被毒哑哈哈哈', '可以', 'vg赢了', '电线杆', 'lgd头上冒奶', '电线杆怎么断的', '盲猜qg 胜', '把直播间名字改成电线杆修好了']",1,59,0.474576271,0.618644068,0.542372881,-0.144067797,0.118644068,
